Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -5.0
(West , 1 , 2 , Ready , 50.0) : Stay = -96.50287934561337
(South , 1 , 2 , Ready , 50.0) : Gather = -87.02899976614304
(North , 1 , 2 , Ready , 50.0) : Craft = -82.47256899770352
(Centre , 1 , 2 , Ready , 75.0) : Up = -202.09193625952543
(East , 1 , 2 , Ready , 75.0) : Shoot = -203.16705043212383
(West , 1 , 2 , Ready , 75.0) : Stay = -175.67048168999304
(South , 1 , 2 , Ready , 75.0) : Gather = -168.45521496276024
(North , 1 , 2 , Ready , 75.0) : Craft = -135.7357824553591
(Centre , 1 , 2 , Ready , 100.0) : Up = -230.79153874121124
(East , 1 , 2 , Ready , 100.0) : Hit = -222.33777882553323
(West , 1 , 2 , Ready , 100.0) : Right = -209.5698075959981
(South , 1 , 2 , Ready , 100.0) : Gather = -201.24850742592403
(North , 1 , 2 , Ready , 100.0) : Craft = -200.0678620571338
(Centre , 1 , 3 , Dormant , 25.0) : Right = 10.088261039916397
(East , 1 , 3 , Dormant , 25.0) : Shoot = 36.95673779214039
(West , 1 , 3 , Dormant , 25.0) : Shoot = -14.37423611795164
(South , 1 , 3 , Dormant , 25.0) : Up = -15.831064221299425
(North , 1 , 3 , Dormant , 25.0) : Down = -15.831064221299425
(Centre , 1 , 3 , Dormant , 50.0) : Right = -33.58990927285146
(East , 1 , 3 , Dormant , 50.0) : Shoot = 4.310027346265308
(West , 1 , 3 , Dormant , 50.0) : Right = -69.09146584512533
(South , 1 , 3 , Dormant , 50.0) : Up = -63.766232359284245
(North , 1 , 3 , Dormant , 50.0) : Down = -63.766232359284245
(Centre , 1 , 3 , Dormant , 75.0) : Right = -89.79969190708235
(East , 1 , 3 , Dormant , 75.0) : Shoot = -52.00192590874428
(West , 1 , 3 , Dormant , 75.0) : Right = -121.7223864490426
(South , 1 , 3 , Dormant , 75.0) : Up = -116.93398226774855
(North , 1 , 3 , Dormant , 75.0) : Down = -116.93398226774855
(Centre , 1 , 3 , Dormant , 100.0) : Right = -163.3128428379456
(East , 1 , 3 , Dormant , 100.0) : Shoot = -136.6004938438815
(West , 1 , 3 , Dormant , 100.0) : Right = -186.09283315551053
(South , 1 , 3 , Dormant , 100.0) : Up = -182.67583460787577
(North , 1 , 3 , Dormant , 100.0) : Down = -182.67583460787577
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -92.61178914231365
(East , 1 , 3 , Ready , 25.0) : Shoot = -47.362347432499824
(West , 1 , 3 , Ready , 25.0) : Shoot = -21.491858972908297
(South , 1 , 3 , Ready , 25.0) : Gather = -27.11793484182987
(North , 1 , 3 , Ready , 25.0) : Stay = -30.34730312207281
(Centre , 1 , 3 , Ready , 50.0) : Down = -161.81435845423553
(East , 1 , 3 , Ready , 50.0) : Shoot = -135.56009344436802
(West , 1 , 3 , Ready , 50.0) : Stay = -88.73300684084
(South , 1 , 3 , Ready , 50.0) : Gather = -79.50669084887703
(North , 1 , 3 , Ready , 50.0) : Stay = -81.35472951961188
(Centre , 1 , 3 , Ready , 75.0) : Down = -200.7200626405853
(East , 1 , 3 , Ready , 75.0) : Shoot = -191.937196234851
(West , 1 , 3 , Ready , 75.0) : Stay = -141.10316170994187
(South , 1 , 3 , Ready , 75.0) : Gather = -134.4812162055943
(North , 1 , 3 , Ready , 75.0) : Stay = -135.12843580169874
(Centre , 1 , 3 , Ready , 100.0) : Down = -229.2915825145754
(East , 1 , 3 , Ready , 100.0) : Hit = -221.93378139373795
(West , 1 , 3 , Ready , 100.0) : Stay = -205.1308471866509
(South , 1 , 3 , Ready , 100.0) : Gather = -196.5941849156815
(North , 1 , 3 , Ready , 100.0) : Stay = -198.38523117031622
(Centre , 2 , 0 , Dormant , 25.0) : Up = -46.05578374683584
(East , 2 , 0 , Dormant , 25.0) : Hit = -45.92555285453592
(West , 2 , 0 , Dormant , 25.0) : Right = -67.10207446286643
(South , 2 , 0 , Dormant , 25.0) : Up = -67.14780445366193
(North , 2 , 0 , Dormant , 25.0) : Craft = -31.585723703674923
(Centre , 2 , 0 , Dormant , 50.0) : Up = -98.32912781072481
(East , 2 , 0 , Dormant , 50.0) : Hit = -75.18353811323905
(West , 2 , 0 , Dormant , 50.0) : Right = -120.69681290341205
(South , 2 , 0 , Dormant , 50.0) : Up = -118.18920436413256
(North , 2 , 0 , Dormant , 50.0) : Craft = -86.99044694556952
(Centre , 2 , 0 , Dormant , 75.0) : Up = -161.65320227513237
(East , 2 , 0 , Dormant , 75.0) : Hit = -155.08592764492192
(West , 2 , 0 , Dormant , 75.0) : Right = -180.8278096078319
(South , 2 , 0 , Dormant , 75.0) : Up = -180.25448931002362
(North , 2 , 0 , Dormant , 75.0) : Craft = -148.8673721587373
(Centre , 2 , 0 , Dormant , 100.0) : Right = -199.1801896538957
(East , 2 , 0 , Dormant , 100.0) : Hit = -180.1400362514263
(West , 2 , 0 , Dormant , 100.0) : Right = -215.5734869903984
(South , 2 , 0 , Dormant , 100.0) : Up = -213.114492389923
(North , 2 , 0 , Dormant , 100.0) : Craft = -203.4469516625328
(Centre , 2 , 0 , Ready , 25.0) : Up = -101.88124861598806
(East , 2 , 0 , Ready , 25.0) : Hit = -104.00743475726594
(West , 2 , 0 , Ready , 25.0) : Right = -83.81976143034333
(South , 2 , 0 , Ready , 25.0) : Up = -83.96664968400543
(North , 2 , 0 , Ready , 25.0) : Craft = -35.47562496584009
(Centre , 2 , 0 , Ready , 50.0) : Up = -161.4052439403083
(East , 2 , 0 , Ready , 50.0) : Hit = -170.3356678137295
(West , 2 , 0 , Ready , 50.0) : Right = -139.5798121369142
(South , 2 , 0 , Ready , 50.0) : Gather = -135.55153739072674
(North , 2 , 0 , Ready , 50.0) : Craft = -89.67528487937744
(Centre , 2 , 0 , Ready , 75.0) : Up = -209.58314533619335
(East , 2 , 0 , Ready , 75.0) : Hit = -216.69614700395925
(West , 2 , 0 , Ready , 75.0) : Right = -195.17464881202767
(South , 2 , 0 , Ready , 75.0) : Up = -195.2159290084566
(North , 2 , 0 , Ready , 75.0) : Craft = -151.02386783028047
(Centre , 2 , 0 , Ready , 100.0) : Up = -233.7505024799
(East , 2 , 0 , Ready , 100.0) : Hit = -227.7042821420922
(West , 2 , 0 , Ready , 100.0) : Right = -225.9241010595263
(South , 2 , 0 , Ready , 100.0) : Up = -224.0493780350976
(North , 2 , 0 , Ready , 100.0) : Craft = -206.11968808956834
(Centre , 2 , 1 , Dormant , 25.0) : Right = 3.3789003018008614
(East , 2 , 1 , Dormant , 25.0) : Shoot = 29.25930589318301
(West , 2 , 1 , Dormant , 25.0) : Right = -25.638978217239593
(South , 2 , 1 , Dormant , 25.0) : Up = -21.286296439383523
(North , 2 , 1 , Dormant , 25.0) : Down = -21.286296439383523
(Centre , 2 , 1 , Dormant , 50.0) : Up = -92.32107324154794
(East , 2 , 1 , Dormant , 50.0) : Shoot = -71.06418922550779
(West , 2 , 1 , Dormant , 50.0) : Right = -115.36501296988516
(South , 2 , 1 , Dormant , 50.0) : Up = -112.93462171863759
(North , 2 , 1 , Dormant , 50.0) : Craft = -80.45093502884683
(Centre , 2 , 1 , Dormant , 75.0) : Right = -140.1365915774435
(East , 2 , 1 , Dormant , 75.0) : Shoot = -111.28204780630492
(West , 2 , 1 , Dormant , 75.0) : Right = -162.51295564622546
(South , 2 , 1 , Dormant , 75.0) : Up = -159.15650103590815
(North , 2 , 1 , Dormant , 75.0) : Craft = -135.68109163180932
(Centre , 2 , 1 , Dormant , 100.0) : Right = -196.38713104921993
(East , 2 , 1 , Dormant , 100.0) : Hit = -176.94218576502288
(West , 2 , 1 , Dormant , 100.0) : Right = -212.97446473627298
(South , 2 , 1 , Dormant , 100.0) : Up = -210.48636468321502
(North , 2 , 1 , Dormant , 100.0) : Craft = -197.61196885274202
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -91.97471663457318
(East , 2 , 1 , Ready , 25.0) : Shoot = -50.1824016892582
(West , 2 , 1 , Ready , 25.0) : Stay = -45.47922433436159
(South , 2 , 1 , Ready , 25.0) : Gather = -32.853934138668805
(North , 2 , 1 , Ready , 25.0) : Craft = -33.282386481330256
(Centre , 2 , 1 , Ready , 50.0) : Up = -158.70559289771776
(East , 2 , 1 , Ready , 50.0) : Shoot = -162.55600363832033
(West , 2 , 1 , Ready , 50.0) : Stay = -134.81094787463203
(South , 2 , 1 , Ready , 50.0) : Gather = -130.05979160755965
(North , 2 , 1 , Ready , 50.0) : Craft = -84.68045667766145
(Centre , 2 , 1 , Ready , 75.0) : Up = -203.86316454430641
(East , 2 , 1 , Ready , 75.0) : Shoot = -207.12951645590397
(West , 2 , 1 , Ready , 75.0) : Right = -181.58878680226894
(South , 2 , 1 , Ready , 75.0) : Gather = -174.53281593771334
(North , 2 , 1 , Ready , 75.0) : Craft = -139.21808354691694
(Centre , 2 , 1 , Ready , 100.0) : Up = -231.81997900751423
(East , 2 , 1 , Ready , 100.0) : Hit = -226.4167798033273
(West , 2 , 1 , Ready , 100.0) : Right = -223.57946861072068
(South , 2 , 1 , Ready , 100.0) : Up = -221.72249694242777
(North , 2 , 1 , Ready , 100.0) : Craft = -201.78274625218995
(Centre , 2 , 2 , Dormant , 25.0) : Right = 9.567458557514627
(East , 2 , 2 , Dormant , 25.0) : Shoot = 36.33789003018009
(West , 2 , 2 , Dormant , 25.0) : Shoot = -19.651581064450884
(South , 2 , 2 , Dormant , 25.0) : Up = -15.738122691454915
(North , 2 , 2 , Dormant , 25.0) : Down = -15.738122691454915
(Centre , 2 , 2 , Dormant , 50.0) : Right = -43.00582620942696
(East , 2 , 2 , Dormant , 50.0) : Shoot = -6.875230191202712
(West , 2 , 2 , Dormant , 50.0) : Right = -75.42959627823087
(South , 2 , 2 , Dormant , 50.0) : Up = -70.56603076791029
(North , 2 , 2 , Dormant , 50.0) : Down = -70.56603076791029
(Centre , 2 , 2 , Dormant , 75.0) : Right = -132.96332688105048
(East , 2 , 2 , Dormant , 75.0) : Shoot = -103.25982332315576
(West , 2 , 2 , Dormant , 75.0) : Right = -156.45288951645495
(South , 2 , 2 , Dormant , 75.0) : Up = -152.9294551211443
(North , 2 , 2 , Dormant , 75.0) : Craft = -130.29093302826547
(Centre , 2 , 2 , Dormant , 100.0) : Right = -169.3267940330871
(East , 2 , 2 , Dormant , 100.0) : Hit = -144.0626004683551
(West , 2 , 2 , Dormant , 100.0) : Right = -191.1712604016497
(South , 2 , 2 , Dormant , 100.0) : Up = -187.89459044636533
(North , 2 , 2 , Dormant , 100.0) : Down = -187.89459044636533
(Centre , 2 , 2 , Ready , 25.0) : Shoot = -89.50149754193632
(East , 2 , 2 , Ready , 25.0) : Shoot = -47.49608057192671
(West , 2 , 2 , Ready , 25.0) : Shoot = -31.539146894638378
(South , 2 , 2 , Ready , 25.0) : Gather = -27.58883767162733
(North , 2 , 2 , Ready , 25.0) : Stay = -30.38145570309309
(Centre , 2 , 2 , Ready , 50.0) : Up = -155.89703781715468
(East , 2 , 2 , Ready , 50.0) : Shoot = -137.9916975844983
(West , 2 , 2 , Ready , 50.0) : Stay = -95.04705505045787
(South , 2 , 2 , Ready , 50.0) : Gather = -87.02899976614304
(North , 2 , 2 , Ready , 50.0) : Craft = -82.39383539332
(Centre , 2 , 2 , Ready , 75.0) : Up = -202.0910412906009
(East , 2 , 2 , Ready , 75.0) : Shoot = -203.16585062221048
(West , 2 , 2 , Ready , 75.0) : Stay = -175.66943729312754
(South , 2 , 2 , Ready , 75.0) : Gather = -168.45521496276024
(North , 2 , 2 , Ready , 75.0) : Craft = -135.7357418047308
(Centre , 2 , 2 , Ready , 100.0) : Up = -230.79061776968535
(East , 2 , 2 , Ready , 100.0) : Hit = -222.33639086327082
(West , 2 , 2 , Ready , 100.0) : Right = -209.568672011887
(South , 2 , 2 , Ready , 100.0) : Gather = -201.24850742592403
(North , 2 , 2 , Ready , 100.0) : Craft = -200.06779836191495
(Centre , 2 , 3 , Dormant , 25.0) : Right = 10.088339171624483
(East , 2 , 3 , Dormant , 25.0) : Shoot = 36.956745855751464
(West , 2 , 3 , Dormant , 25.0) : Shoot = -13.97884552650796
(South , 2 , 3 , Dormant , 25.0) : Up = -15.201700231179093
(North , 2 , 3 , Dormant , 25.0) : Down = -15.201700231179093
(Centre , 2 , 3 , Dormant , 50.0) : Right = -33.589654042706854
(East , 2 , 3 , Dormant , 50.0) : Shoot = 4.310130080820468
(West , 2 , 3 , Dormant , 50.0) : Right = -67.63136373776081
(South , 2 , 3 , Dormant , 50.0) : Up = -62.52510728350272
(North , 2 , 3 , Dormant , 50.0) : Down = -62.52510728350272
(Centre , 2 , 3 , Dormant , 75.0) : Right = -89.79913869974709
(East , 2 , 3 , Dormant , 75.0) : Shoot = -52.00157627658931
(West , 2 , 3 , Dormant , 75.0) : Right = -121.72171530014916
(South , 2 , 3 , Dormant , 75.0) : Up = -116.93332881008882
(North , 2 , 3 , Dormant , 75.0) : Down = -116.93332881008882
(Centre , 2 , 3 , Dormant , 100.0) : Right = -163.311827359499
(East , 2 , 3 , Dormant , 100.0) : Shoot = -136.59967359625412
(West , 2 , 3 , Dormant , 100.0) : Right = -186.0917553515415
(South , 2 , 3 , Dormant , 100.0) : Up = -182.67476615273512
(North , 2 , 3 , Dormant , 100.0) : Down = -182.67476615273512
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -88.88406592961726
(East , 2 , 3 , Ready , 25.0) : Shoot = -47.362020639523024
(West , 2 , 3 , Ready , 25.0) : Shoot = -21.101198186946032
(South , 2 , 3 , Ready , 25.0) : Gather = -27.11793484182987
(North , 2 , 3 , Ready , 25.0) : Stay = -29.88852398372706
(Centre , 2 , 3 , Ready , 50.0) : Down = -154.49026326187317
(East , 2 , 3 , Ready , 50.0) : Shoot = -135.55933146441362
(West , 2 , 3 , Ready , 50.0) : Stay = -87.28405402188008
(South , 2 , 3 , Ready , 50.0) : Gather = -79.50669084887703
(North , 2 , 3 , Ready , 50.0) : Stay = -80.44322374752929
(Centre , 2 , 3 , Ready , 75.0) : Down = -200.71919104182922
(East , 2 , 3 , Ready , 75.0) : Shoot = -191.93605245307646
(West , 2 , 3 , Ready , 75.0) : Stay = -141.10236103630632
(South , 2 , 3 , Ready , 75.0) : Gather = -134.4812162055943
(North , 2 , 3 , Ready , 75.0) : Stay = -135.12764709333453
(Centre , 2 , 3 , Ready , 100.0) : Down = -229.29069117798946
(East , 2 , 3 , Ready , 100.0) : Hit = -221.9323956323886
(West , 2 , 3 , Ready , 100.0) : Stay = -205.12956128818632
(South , 2 , 3 , Ready , 100.0) : Gather = -196.5941849156815
(North , 2 , 3 , Ready , 100.0) : Stay = -198.38397733679676
Iteration-50

(Centre , 0 , 0 , Dormant , 25.0) : Right = -67.48474737991924
(East , 0 , 0 , Dormant , 25.0) : Hit = -45.98779790393539
(West , 0 , 0 , Dormant , 25.0) : Right = -89.0793388167192
(South , 0 , 0 , Dormant , 25.0) : Gather = -77.98254887281902
(North , 0 , 0 , Dormant , 25.0) : Down = -85.84015010119921
(Centre , 0 , 0 , Dormant , 50.0) : Right = -104.12040196634987
(East , 0 , 0 , Dormant , 50.0) : Hit = -75.2963215730799
(West , 0 , 0 , Dormant , 50.0) : Right = -130.96562424770923
(South , 0 , 0 , Dormant , 50.0) : Up = -126.93884090550532
(North , 0 , 0 , Dormant , 50.0) : Down = -126.93884090550532
(Centre , 0 , 0 , Dormant , 75.0) : Right = -177.2416543107406
(East , 0 , 0 , Dormant , 75.0) : Hit = -155.29027292457633
(West , 0 , 0 , Dormant , 75.0) : Right = -197.5390535527903
(South , 0 , 0 , Dormant , 75.0) : Up = -194.49444366648282
(North , 0 , 0 , Dormant , 75.0) : Down = -194.49444366648282
(Centre , 0 , 0 , Dormant , 100.0) : Right = -199.4645465468129
(East , 0 , 0 , Dormant , 100.0) : Hit = -180.3957176307203
(West , 0 , 0 , Dormant , 100.0) : Right = -217.46657600906752
(South , 0 , 0 , Dormant , 100.0) : Up = -214.76627158972934
(North , 0 , 0 , Dormant , 100.0) : Down = -214.76627158972934
(Centre , 0 , 0 , Ready , 25.0) : Down = -126.2868524423479
(East , 0 , 0 , Ready , 25.0) : Hit = -104.11605052994196
(West , 0 , 0 , Ready , 25.0) : Right = -106.68845811560269
(South , 0 , 0 , Ready , 25.0) : Gather = -86.18360861023562
(North , 0 , 0 , Ready , 25.0) : Stay = -100.09290578542218
(Centre , 0 , 0 , Ready , 50.0) : Down = -189.73586420977296
(East , 0 , 0 , Ready , 50.0) : Hit = -170.53246348205198
(West , 0 , 0 , Ready , 50.0) : Stay = -150.31069370165153
(South , 0 , 0 , Ready , 50.0) : Gather = -138.09370970558047
(North , 0 , 0 , Ready , 50.0) : Stay = -142.7462175168191
(Centre , 0 , 0 , Ready , 75.0) : Down = -230.91029726921678
(East , 0 , 0 , Ready , 75.0) : Hit = -216.96330574990665
(West , 0 , 0 , Ready , 75.0) : Right = -213.60285095797173
(South , 0 , 0 , Ready , 75.0) : Gather = -200.90864202038978
(North , 0 , 0 , Ready , 75.0) : Stay = -208.87836684560597
(Centre , 0 , 0 , Ready , 100.0) : Down = -241.9765486290118
(East , 0 , 0 , Ready , 100.0) : Hit = -227.98842550775817
(West , 0 , 0 , Ready , 100.0) : Right = -230.1927816651247
(South , 0 , 0 , Ready , 100.0) : Gather = -225.08774875125243
(North , 0 , 0 , Ready , 100.0) : Stay = -228.4580082388734
(Centre , 0 , 1 , Dormant , 25.0) : Right = 3.3574943854123074
(East , 0 , 1 , Dormant , 25.0) : Shoot = 29.25152526200808
(West , 0 , 1 , Dormant , 25.0) : Right = -27.208159376987847
(South , 0 , 1 , Dormant , 25.0) : Up = -22.62331131262782
(North , 0 , 1 , Dormant , 25.0) : Down = -22.62331131262782
(Centre , 0 , 1 , Dormant , 50.0) : Right = -99.27370450506885
(East , 0 , 1 , Dormant , 50.0) : Shoot = -71.14831283856229
(West , 0 , 1 , Dormant , 50.0) : Right = -126.39835882247198
(South , 0 , 1 , Dormant , 50.0) : Gather = -120.70058498497364
(North , 0 , 1 , Dormant , 50.0) : Down = -122.32966067486151
(Centre , 0 , 1 , Dormant , 75.0) : Right = -140.32194694843835
(East , 0 , 1 , Dormant , 75.0) : Shoot = -111.43252720078893
(West , 0 , 1 , Dormant , 75.0) : Right = -165.7544799948304
(South , 0 , 1 , Dormant , 75.0) : Up = -161.93960003787163
(North , 0 , 1 , Dormant , 75.0) : Down = -161.93960003787163
(Centre , 0 , 1 , Dormant , 100.0) : Right = -196.65148946059588
(East , 0 , 1 , Dormant , 100.0) : Hit = -177.17593246949048
(West , 0 , 1 , Dormant , 100.0) : Right = -214.98765473108278
(South , 0 , 1 , Dormant , 100.0) : Up = -212.23722994050974
(North , 0 , 1 , Dormant , 100.0) : Down = -212.23722994050974
(Centre , 0 , 1 , Ready , 25.0) : Down = -99.74353328844896
(East , 0 , 1 , Ready , 25.0) : Shoot = -50.24965967997579
(West , 0 , 1 , Ready , 25.0) : Stay = -47.044951566533726
(South , 0 , 1 , Ready , 25.0) : Gather = -33.12391305788246
(North , 0 , 1 , Ready , 25.0) : Stay = -36.73526869550111
(Centre , 0 , 1 , Ready , 50.0) : Down = -186.13237008514565
(East , 0 , 1 , Ready , 50.0) : Shoot = -162.73103904055625
(West , 0 , 1 , Ready , 50.0) : Stay = -145.81498611729128
(South , 0 , 1 , Ready , 50.0) : Gather = -130.95507094965927
(North , 0 , 1 , Ready , 50.0) : Stay = -137.84094806254194
(Centre , 0 , 1 , Ready , 75.0) : Down = -219.2860034945
(East , 0 , 1 , Ready , 75.0) : Shoot = -207.37947537386142
(West , 0 , 1 , Ready , 75.0) : Stay = -184.91675388416724
(South , 0 , 1 , Ready , 75.0) : Gather = -175.1786586744181
(North , 0 , 1 , Ready , 75.0) : Stay = -177.98301948509095
(Centre , 0 , 1 , Ready , 100.0) : Down = -240.73197574546973
(East , 0 , 1 , Ready , 100.0) : Hit = -226.696731770981
(West , 0 , 1 , Ready , 100.0) : Right = -228.18102672609473
(South , 0 , 1 , Ready , 100.0) : Gather = -222.36230235482145
(North , 0 , 1 , Ready , 100.0) : Stay = -226.0376886274724
(Centre , 0 , 2 , Dormant , 25.0) : Right = 9.551450777310873
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.33574943854123
(West , 0 , 2 , Dormant , 25.0) : Shoot = -20.826658211743634
(South , 0 , 2 , Dormant , 25.0) : Up = -16.569319609970993
(North , 0 , 2 , Dormant , 25.0) : Down = -16.569319609970993
(Centre , 0 , 2 , Dormant , 50.0) : Right = -43.065702079388004
(East , 0 , 2 , Dormant , 50.0) : Shoot = -6.905625503635807
(West , 0 , 2 , Dormant , 50.0) : Right = -77.48037932692026
(South , 0 , 2 , Dormant , 50.0) : Up = -72.3181777397904
(North , 0 , 2 , Dormant , 50.0) : Down = -72.3181777397904
(Centre , 0 , 2 , Dormant , 75.0) : Right = -133.11850550146
(East , 0 , 2 , Dormant , 75.0) : Shoot = -103.3785287494058
(West , 0 , 2 , Dormant , 75.0) : Right = -159.41492992102394
(South , 0 , 2 , Dormant , 75.0) : Up = -155.47046625808935
(North , 0 , 2 , Dormant , 75.0) : Down = -155.47046625808935
(Centre , 0 , 2 , Dormant , 100.0) : Right = -169.55871275015332
(East , 0 , 2 , Dormant , 100.0) : Hit = -144.26011061600028
(West , 0 , 2 , Dormant , 100.0) : Right = -191.53779746436635
(South , 0 , 2 , Dormant , 100.0) : Up = -188.24093475723438
(North , 0 , 2 , Dormant , 100.0) : Down = -188.24093475723438
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -94.32368910538287
(East , 0 , 2 , Ready , 25.0) : Shoot = -47.56108887175448
(West , 0 , 2 , Ready , 25.0) : Shoot = -32.71213944682807
(South , 0 , 2 , Ready , 25.0) : Gather = -27.859181509085793
(North , 0 , 2 , Ready , 25.0) : Stay = -31.003695759793622
(Centre , 0 , 2 , Ready , 50.0) : Down = -165.90222974649998
(East , 0 , 2 , Ready , 50.0) : Shoot = -138.14530207559392
(West , 0 , 2 , Ready , 50.0) : Stay = -97.10303144378042
(South , 0 , 2 , Ready , 50.0) : Gather = -87.59653191708136
(North , 0 , 2 , Ready , 50.0) : Stay = -89.46036256283742
(Centre , 0 , 2 , Ready , 75.0) : Down = -216.23563660350698
(East , 0 , 2 , Ready , 75.0) : Shoot = -203.40422064795163
(West , 0 , 2 , Ready , 75.0) : Stay = -178.65399527132928
(South , 0 , 2 , Ready , 75.0) : Gather = -168.66418520129866
(North , 0 , 2 , Ready , 75.0) : Stay = -171.69430170635943
(Centre , 0 , 2 , Ready , 100.0) : Down = -231.59530938020652
(East , 0 , 2 , Ready , 100.0) : Hit = -222.6122150791121
(West , 0 , 2 , Ready , 100.0) : Right = -210.10654428169508
(South , 0 , 2 , Ready , 100.0) : Gather = -201.5375572310449
(North , 0 , 2 , Ready , 100.0) : Stay = -203.56658937775444
(Centre , 0 , 3 , Dormant , 25.0) : Right = 10.072827826465135
(East , 0 , 3 , Dormant , 25.0) : Shoot = 36.95514507773109
(West , 0 , 3 , Dormant , 25.0) : Shoot = -14.85886508102897
(South , 0 , 3 , Dormant , 25.0) : Up = -15.907166659222993
(North , 0 , 3 , Dormant , 25.0) : Down = -15.907166659222993
(Centre , 0 , 3 , Dormant , 50.0) : Right = -33.640332815049504
(East , 0 , 3 , Dormant , 50.0) : Shoot = 4.289735491640984
(West , 0 , 3 , Dormant , 50.0) : Right = -69.28104925962697
(South , 0 , 3 , Dormant , 50.0) : Up = -63.934941792940336
(North , 0 , 3 , Dormant , 50.0) : Down = -63.934941792940336
(Centre , 0 , 3 , Dormant , 75.0) : Right = -89.90899099399167
(East , 0 , 3 , Dormant , 75.0) : Shoot = -52.0709824215952
(West , 0 , 3 , Dormant , 75.0) : Right = -121.87182568099766
(South , 0 , 3 , Dormant , 75.0) : Up = -117.07740047794674
(North , 0 , 3 , Dormant , 75.0) : Down = -117.07740047794674
(Centre , 0 , 3 , Dormant , 100.0) : Right = -163.5134842025011
(East , 0 , 3 , Dormant , 100.0) : Shoot = -136.7625262263293
(West , 0 , 3 , Dormant , 100.0) : Right = -186.33215017147236
(South , 0 , 3 , Dormant , 100.0) : Up = -182.90935027612667
(North , 0 , 3 , Dormant , 100.0) : Down = -182.90935027612667
(Centre , 0 , 3 , Ready , 25.0) : Shoot = -92.9694709341039
(East , 0 , 3 , Ready , 25.0) : Shoot = -47.42690656580065
(West , 0 , 3 , Ready , 25.0) : Shoot = -21.979959956878478
(South , 0 , 3 , Ready , 25.0) : Gather = -27.389169277864696
(North , 0 , 3 , Ready , 25.0) : Stay = -30.41760046443644
(Centre , 0 , 3 , Ready , 50.0) : Down = -162.52527144603403
(East , 0 , 3 , Ready , 50.0) : Shoot = -135.71066884206002
(West , 0 , 3 , Ready , 50.0) : Stay = -88.93948419345924
(South , 0 , 3 , Ready , 50.0) : Gather = -80.06347086085799
(North , 0 , 3 , Ready , 50.0) : Stay = -81.51527159329723
(Centre , 0 , 3 , Ready , 75.0) : Down = -200.96967567329767
(East , 0 , 3 , Ready , 75.0) : Shoot = -192.16330031024097
(West , 0 , 3 , Ready , 75.0) : Stay = -141.28141307530302
(South , 0 , 3 , Ready , 75.0) : Gather = -134.64831660575751
(North , 0 , 3 , Ready , 75.0) : Stay = -135.2965716039232
(Centre , 0 , 3 , Ready , 100.0) : Down = -229.58889653879206
(East , 0 , 3 , Ready , 100.0) : Hit = -222.2077831888227
(West , 0 , 3 , Ready , 100.0) : Stay = -205.41630944852184
(South , 0 , 3 , Ready , 100.0) : Gather = -196.85599868431035
(North , 0 , 3 , Ready , 100.0) : Stay = -198.65223228428655
(Centre , 1 , 0 , Dormant , 25.0) : Up = -46.73854701179813
(East , 1 , 0 , Dormant , 25.0) : Hit = -45.98779790393539
(West , 1 , 0 , Dormant , 25.0) : Right = -68.32084577530868
(South , 1 , 0 , Dormant , 25.0) : Up = -68.19543101600026
(North , 1 , 0 , Dormant , 25.0) : Craft = -32.29493918509874
(Centre , 1 , 0 , Dormant , 50.0) : Right = -104.12040196634987
(East , 1 , 0 , Dormant , 50.0) : Hit = -75.2963215730799
(West , 1 , 0 , Dormant , 50.0) : Right = -128.86598791071424
(South , 1 , 0 , Dormant , 50.0) : Gather = -124.68494449618241
(North , 1 , 0 , Dormant , 50.0) : Craft = -109.13102737469973
(Centre , 1 , 0 , Dormant , 75.0) : Up = -176.58712021793056
(East , 1 , 0 , Dormant , 75.0) : Hit = -155.29027292457633
(West , 1 , 0 , Dormant , 75.0) : Right = -194.46636392978374
(South , 1 , 0 , Dormant , 75.0) : Gather = -189.10778874064854
(North , 1 , 0 , Dormant , 75.0) : Craft = -165.87556647817257
(Centre , 1 , 0 , Dormant , 100.0) : Right = -199.4645465468129
(East , 1 , 0 , Dormant , 100.0) : Hit = -180.3957176307203
(West , 1 , 0 , Dormant , 100.0) : Right = -216.7203828310599
(South , 1 , 0 , Dormant , 100.0) : Up = -214.1320073884229
(North , 1 , 0 , Dormant , 100.0) : Craft = -211.88161979857895
(Centre , 1 , 0 , Ready , 25.0) : Up = -105.24168316765754
(East , 1 , 0 , Ready , 25.0) : Hit = -104.11605052994196
(West , 1 , 0 , Ready , 25.0) : Right = -85.83757500271454
(South , 1 , 0 , Ready , 25.0) : Gather = -85.33413420934738
(North , 1 , 0 , Ready , 25.0) : Craft = -36.574303275571594
(Centre , 1 , 0 , Ready , 50.0) : Up = -179.21077139277276
(East , 1 , 0 , Ready , 50.0) : Hit = -170.53246348205198
(West , 1 , 0 , Ready , 50.0) : Stay = -148.2230674838102
(South , 1 , 0 , Ready , 50.0) : Gather = -135.71683622004434
(North , 1 , 0 , Ready , 50.0) : Craft = -114.03856613495105
