Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -5.0
(Centre , 1 , 0 , Ready , 100.0) : Left = -33.76859413574219
(East , 1 , 0 , Ready , 100.0) : Left = -35.96438744140625
(West , 1 , 0 , Ready , 100.0) : Stay = -13.3203125
(South , 1 , 0 , Ready , 100.0) : Stay = -13.838978149414062
(North , 1 , 0 , Ready , 100.0) : Craft = -13.415522304687501
(Centre , 1 , 1 , Dormant , 25.0) : Shoot = 13.416669270507812
(East , 1 , 1 , Dormant , 25.0) : Shoot = 34.83391175
(West , 1 , 1 , Dormant , 25.0) : Shoot = 0.03269646484374995
(South , 1 , 1 , Dormant , 25.0) : Up = -7.600841181152344
(North , 1 , 1 , Dormant , 25.0) : Down = -7.600841181152344
(Centre , 1 , 1 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 1 , 1 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 1 , 1 , Dormant , 50.0) : Right = -13.213727279296876
(South , 1 , 1 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 1 , 1 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 1 , 1 , Dormant , 75.0) : Left = -13.447197780468748
(East , 1 , 1 , Dormant , 75.0) : Hit = -12.024848975000001
(West , 1 , 1 , Dormant , 75.0) : Shoot = -13.314897402343751
(South , 1 , 1 , Dormant , 75.0) : Stay = -13.49791994916992
(North , 1 , 1 , Dormant , 75.0) : Craft = -13.378597586914061
(Centre , 1 , 1 , Dormant , 100.0) : Left = -13.511281569921875
(East , 1 , 1 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 1 , 1 , Dormant , 100.0) : Stay = -13.3203125
(South , 1 , 1 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 1 , 1 , Dormant , 100.0) : Craft = -13.395776234375003
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -20.485753591308594
(East , 1 , 1 , Ready , 25.0) : Shoot = -8.023121875000001
(West , 1 , 1 , Ready , 25.0) : Shoot = 0.013332519531250142
(South , 1 , 1 , Ready , 25.0) : Up = -10.243502442626953
(North , 1 , 1 , Ready , 25.0) : Stay = -11.5262081590271
(Centre , 1 , 1 , Ready , 50.0) : Hit = -32.87819395263672
(East , 1 , 1 , Ready , 50.0) : Hit = -29.713344375
(West , 1 , 1 , Ready , 50.0) : Stay = -13.30535751953125
(South , 1 , 1 , Ready , 50.0) : Stay = -13.36252447784424
(North , 1 , 1 , Ready , 50.0) : Craft = -13.287708664550781
(Centre , 1 , 1 , Ready , 75.0) : Left = -33.75969362304687
(East , 1 , 1 , Ready , 75.0) : Hit = -35.493906875
(West , 1 , 1 , Ready , 75.0) : Shoot = -13.319367675781251
(South , 1 , 1 , Ready , 75.0) : Stay = -13.77962982434082
(North , 1 , 1 , Ready , 75.0) : Craft = -13.399646657714843
(Centre , 1 , 1 , Ready , 100.0) : Left = -33.76859413574219
(East , 1 , 1 , Ready , 100.0) : Left = -35.96438744140625
(West , 1 , 1 , Ready , 100.0) : Stay = -13.3203125
(South , 1 , 1 , Ready , 100.0) : Stay = -13.838978149414062
(North , 1 , 1 , Ready , 100.0) : Craft = -13.415522304687501
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 15.831874985351561
(East , 1 , 2 , Dormant , 25.0) : Shoot = 35.6566475625
(West , 1 , 2 , Dormant , 25.0) : Shoot = 2.5105946289062504
(South , 1 , 2 , Dormant , 25.0) : Up = -7.134163433105468
(North , 1 , 2 , Dormant , 25.0) : Down = -7.134163433105468
(Centre , 1 , 2 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 1 , 2 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 1 , 2 , Dormant , 50.0) : Shoot = -12.470457539062501
(South , 1 , 2 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 1 , 2 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 1 , 2 , Dormant , 75.0) : Left = -13.445766945703125
(East , 1 , 2 , Dormant , 75.0) : Hit = -11.982716325
(West , 1 , 2 , Dormant , 75.0) : Shoot = -13.314041640625002
(South , 1 , 2 , Dormant , 75.0) : Stay = -13.496438507861328
(North , 1 , 2 , Dormant , 75.0) : Craft = -13.378597586914061
(Centre , 1 , 2 , Dormant , 100.0) : Left = -13.511228444921874
(East , 1 , 2 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 1 , 2 , Dormant , 100.0) : Shoot = -13.320027246093751
(South , 1 , 2 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 1 , 2 , Dormant , 100.0) : Craft = -13.395776234375003
(Centre , 1 , 2 , Ready , 25.0) : Shoot = -19.76105266357422
(East , 1 , 2 , Ready , 25.0) : Shoot = -7.77388359375
(West , 1 , 2 , Ready , 25.0) : Shoot = 2.50787353515625
(South , 1 , 2 , Ready , 25.0) : Up = -9.890750816650389
(North , 1 , 2 , Ready , 25.0) : Stay = -11.449921372833252
(Centre , 1 , 2 , Ready , 50.0) : Hit = -32.87819395263672
(East , 1 , 2 , Ready , 50.0) : Hit = -29.713344375
(West , 1 , 2 , Ready , 50.0) : Shoot = -12.484775390625
(South , 1 , 2 , Ready , 50.0) : Stay = -13.36252447784424
(North , 1 , 2 , Ready , 50.0) : Craft = -13.287708664550781
(Centre , 1 , 2 , Ready , 75.0) : Left = -33.75956801269531
(East , 1 , 2 , Ready , 75.0) : Hit = -35.48701625
(West , 1 , 2 , Ready , 75.0) : Shoot = -13.319184570312501
(South , 1 , 2 , Ready , 75.0) : Stay = -13.77855121081543
(North , 1 , 2 , Ready , 75.0) : Craft = -13.399646657714843
(Centre , 1 , 2 , Ready , 100.0) : Left = -33.76859413574219
(East , 1 , 2 , Ready , 100.0) : Left = -35.96438744140625
(West , 1 , 2 , Ready , 100.0) : Shoot = -13.32025146484375
(South , 1 , 2 , Ready , 100.0) : Stay = -13.838978149414062
(North , 1 , 2 , Ready , 100.0) : Craft = -13.415522304687501
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 16.090795043945313
(East , 1 , 3 , Dormant , 25.0) : Shoot = 35.674323328125006
(West , 1 , 3 , Dormant , 25.0) : Shoot = 2.9746650390625002
(South , 1 , 3 , Dormant , 25.0) : Up = -7.088254598144532
(North , 1 , 3 , Dormant , 25.0) : Down = -7.088254598144532
(Centre , 1 , 3 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 1 , 3 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 1 , 3 , Dormant , 50.0) : Shoot = -12.173665136718752
(South , 1 , 3 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 1 , 3 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 1 , 3 , Dormant , 75.0) : Left = -13.435661113085938
(East , 1 , 3 , Dormant , 75.0) : Hit = -11.98186868515625
(West , 1 , 3 , Dormant , 75.0) : Shoot = -13.266533593750001
(South , 1 , 3 , Dormant , 75.0) : Stay = -13.496416962353518
(North , 1 , 3 , Dormant , 75.0) : Craft = -13.378597586914061
(Centre , 1 , 3 , Dormant , 100.0) : Left = -13.511228444921874
(East , 1 , 3 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 1 , 3 , Dormant , 100.0) : Shoot = -13.31993349609375
(South , 1 , 3 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 1 , 3 , Dormant , 100.0) : Craft = -13.395776234375003
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -19.715892751464843
(East , 1 , 3 , Ready , 25.0) : Shoot = -7.770773242187499
(West , 1 , 3 , Ready , 25.0) : Shoot = 2.9742431640625
(South , 1 , 3 , Ready , 25.0) : Up = -9.858473734130861
(North , 1 , 3 , Ready , 25.0) : Stay = -11.444917094390869
(Centre , 1 , 3 , Ready , 50.0) : Hit = -32.87819395263672
(East , 1 , 3 , Ready , 50.0) : Hit = -29.713344375
(West , 1 , 3 , Ready , 50.0) : Shoot = -12.17596435546875
(South , 1 , 3 , Ready , 50.0) : Stay = -13.36252447784424
(North , 1 , 3 , Ready , 50.0) : Craft = -13.287708664550781
(Centre , 1 , 3 , Ready , 75.0) : Left = -33.75422310302734
(East , 1 , 3 , Ready , 75.0) : Hit = -35.48693250976562
(West , 1 , 3 , Ready , 75.0) : Shoot = -13.26806640625
(South , 1 , 3 , Ready , 75.0) : Stay = -13.778536783569336
(North , 1 , 3 , Ready , 75.0) : Craft = -13.399646657714843
(Centre , 1 , 3 , Ready , 100.0) : Left = -33.76859413574219
(East , 1 , 3 , Ready , 100.0) : Left = -35.96438744140625
(West , 1 , 3 , Ready , 100.0) : Shoot = -13.32025146484375
(South , 1 , 3 , Ready , 100.0) : Stay = -13.838978149414062
(North , 1 , 3 , Ready , 100.0) : Craft = -13.415522304687501
(Centre , 2 , 0 , Dormant , 25.0) : Hit = -7.849995313085939
(East , 2 , 0 , Dormant , 25.0) : Hit = -1.3287060000000002
(West , 2 , 0 , Dormant , 25.0) : Right = -13.166661458984375
(South , 2 , 0 , Dormant , 25.0) : Gather = -12.835148496704102
(North , 2 , 0 , Dormant , 25.0) : Craft = -12.043255927783203
(Centre , 2 , 0 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 2 , 0 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 2 , 0 , Dormant , 50.0) : Right = -13.213727279296876
(South , 2 , 0 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 2 , 0 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 2 , 0 , Dormant , 75.0) : Left = -13.510672194921876
(East , 2 , 0 , Dormant , 75.0) : Hit = -14.00367820625
(West , 2 , 0 , Dormant , 75.0) : Stay = -13.3203125
(South , 2 , 0 , Dormant , 75.0) : Stay = -13.574742658203126
(North , 2 , 0 , Dormant , 75.0) : Craft = -13.335694589843751
(Centre , 2 , 0 , Dormant , 100.0) : Left = -13.511281569921875
(East , 2 , 0 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 2 , 0 , Dormant , 100.0) : Stay = -13.3203125
(South , 2 , 0 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 2 , 0 , Dormant , 100.0) : Craft = -13.33864484375
(Centre , 2 , 0 , Ready , 25.0) : Hit = -32.08845100341797
(East , 2 , 0 , Ready , 25.0) : Hit = -27.96885625
(West , 2 , 0 , Ready , 25.0) : Stay = -13.29942001953125
(South , 2 , 0 , Ready , 25.0) : Stay = -13.322258816223144
(North , 2 , 0 , Ready , 25.0) : Craft = -12.353344616577147
(Centre , 2 , 0 , Ready , 50.0) : Hit = -32.87819395263672
(East , 2 , 0 , Ready , 50.0) : Hit = -29.713344375
(West , 2 , 0 , Ready , 50.0) : Stay = -13.30535751953125
(South , 2 , 0 , Ready , 50.0) : Stay = -13.36252447784424
(North , 2 , 0 , Ready , 50.0) : Craft = -13.276432700195311
(Centre , 2 , 0 , Ready , 75.0) : Left = -33.76859413574219
(East , 2 , 0 , Ready , 75.0) : Left = -35.96438744140625
(West , 2 , 0 , Ready , 75.0) : Stay = -13.3203125
(South , 2 , 0 , Ready , 75.0) : Stay = -13.838532543945313
(North , 2 , 0 , Ready , 75.0) : Craft = -13.337228369140625
(Centre , 2 , 0 , Ready , 100.0) : Left = -33.76859413574219
(East , 2 , 0 , Ready , 100.0) : Left = -35.96438744140625
(West , 2 , 0 , Ready , 100.0) : Stay = -13.3203125
(South , 2 , 0 , Ready , 100.0) : Stay = -13.838978149414062
(North , 2 , 0 , Ready , 100.0) : Craft = -13.340106640624999
(Centre , 2 , 1 , Dormant , 25.0) : Shoot = 13.416669270507812
(East , 2 , 1 , Dormant , 25.0) : Shoot = 34.83391175
(West , 2 , 1 , Dormant , 25.0) : Shoot = 0.03269646484374995
(South , 2 , 1 , Dormant , 25.0) : Up = -7.600841181152344
(North , 2 , 1 , Dormant , 25.0) : Down = -7.600841181152344
(Centre , 2 , 1 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 2 , 1 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 2 , 1 , Dormant , 50.0) : Right = -13.213727279296876
(South , 2 , 1 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 2 , 1 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 2 , 1 , Dormant , 75.0) : Left = -13.447197780468748
(East , 2 , 1 , Dormant , 75.0) : Hit = -12.024848975000001
(West , 2 , 1 , Dormant , 75.0) : Shoot = -13.314897402343751
(South , 2 , 1 , Dormant , 75.0) : Stay = -13.49791994916992
(North , 2 , 1 , Dormant , 75.0) : Craft = -13.335694589843751
(Centre , 2 , 1 , Dormant , 100.0) : Left = -13.511281569921875
(East , 2 , 1 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 2 , 1 , Dormant , 100.0) : Stay = -13.3203125
(South , 2 , 1 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 2 , 1 , Dormant , 100.0) : Craft = -13.33864484375
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -20.485753591308594
(East , 2 , 1 , Ready , 25.0) : Shoot = -8.023121875000001
(West , 2 , 1 , Ready , 25.0) : Shoot = 0.013332519531250142
(South , 2 , 1 , Ready , 25.0) : Up = -10.243502442626953
(North , 2 , 1 , Ready , 25.0) : Stay = -11.5262081590271
(Centre , 2 , 1 , Ready , 50.0) : Hit = -32.87819395263672
(East , 2 , 1 , Ready , 50.0) : Hit = -29.713344375
(West , 2 , 1 , Ready , 50.0) : Stay = -13.30535751953125
(South , 2 , 1 , Ready , 50.0) : Stay = -13.36252447784424
(North , 2 , 1 , Ready , 50.0) : Craft = -13.276432700195311
(Centre , 2 , 1 , Ready , 75.0) : Left = -33.75969362304687
(East , 2 , 1 , Ready , 75.0) : Hit = -35.493906875
(West , 2 , 1 , Ready , 75.0) : Shoot = -13.319367675781251
(South , 2 , 1 , Ready , 75.0) : Stay = -13.77962982434082
(North , 2 , 1 , Ready , 75.0) : Craft = -13.337228369140625
(Centre , 2 , 1 , Ready , 100.0) : Left = -33.76859413574219
(East , 2 , 1 , Ready , 100.0) : Left = -35.96438744140625
(West , 2 , 1 , Ready , 100.0) : Stay = -13.3203125
(South , 2 , 1 , Ready , 100.0) : Stay = -13.838978149414062
(North , 2 , 1 , Ready , 100.0) : Craft = -13.340106640624999
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 15.831874985351561
(East , 2 , 2 , Dormant , 25.0) : Shoot = 35.6566475625
(West , 2 , 2 , Dormant , 25.0) : Shoot = 2.5105946289062504
(South , 2 , 2 , Dormant , 25.0) : Up = -7.134163433105468
(North , 2 , 2 , Dormant , 25.0) : Down = -7.134163433105468
(Centre , 2 , 2 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 2 , 2 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 2 , 2 , Dormant , 50.0) : Shoot = -12.470457539062501
(South , 2 , 2 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 2 , 2 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 2 , 2 , Dormant , 75.0) : Left = -13.445766945703125
(East , 2 , 2 , Dormant , 75.0) : Hit = -11.982716325
(West , 2 , 2 , Dormant , 75.0) : Shoot = -13.314041640625002
(South , 2 , 2 , Dormant , 75.0) : Stay = -13.496438507861328
(North , 2 , 2 , Dormant , 75.0) : Craft = -13.335694589843751
(Centre , 2 , 2 , Dormant , 100.0) : Left = -13.511228444921874
(East , 2 , 2 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 2 , 2 , Dormant , 100.0) : Shoot = -13.320027246093751
(South , 2 , 2 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 2 , 2 , Dormant , 100.0) : Craft = -13.33864484375
(Centre , 2 , 2 , Ready , 25.0) : Shoot = -19.76105266357422
(East , 2 , 2 , Ready , 25.0) : Shoot = -7.77388359375
(West , 2 , 2 , Ready , 25.0) : Shoot = 2.50787353515625
(South , 2 , 2 , Ready , 25.0) : Up = -9.890750816650389
(North , 2 , 2 , Ready , 25.0) : Stay = -11.449921372833252
(Centre , 2 , 2 , Ready , 50.0) : Hit = -32.87819395263672
(East , 2 , 2 , Ready , 50.0) : Hit = -29.713344375
(West , 2 , 2 , Ready , 50.0) : Shoot = -12.484775390625
(South , 2 , 2 , Ready , 50.0) : Stay = -13.36252447784424
(North , 2 , 2 , Ready , 50.0) : Craft = -13.276432700195311
(Centre , 2 , 2 , Ready , 75.0) : Left = -33.75956801269531
(East , 2 , 2 , Ready , 75.0) : Hit = -35.48701625
(West , 2 , 2 , Ready , 75.0) : Shoot = -13.319184570312501
(South , 2 , 2 , Ready , 75.0) : Stay = -13.77855121081543
(North , 2 , 2 , Ready , 75.0) : Craft = -13.337228369140625
(Centre , 2 , 2 , Ready , 100.0) : Left = -33.76859413574219
(East , 2 , 2 , Ready , 100.0) : Left = -35.96438744140625
(West , 2 , 2 , Ready , 100.0) : Shoot = -13.32025146484375
(South , 2 , 2 , Ready , 100.0) : Stay = -13.838978149414062
(North , 2 , 2 , Ready , 100.0) : Craft = -13.340106640624999
(Centre , 2 , 3 , Dormant , 25.0) : Shoot = 16.090795043945313
(East , 2 , 3 , Dormant , 25.0) : Shoot = 35.674323328125006
(West , 2 , 3 , Dormant , 25.0) : Shoot = 2.9746650390625002
(South , 2 , 3 , Dormant , 25.0) : Up = -7.088254598144532
(North , 2 , 3 , Dormant , 25.0) : Down = -7.088254598144532
(Centre , 2 , 3 , Dormant , 50.0) : Hit = -7.8923545513671876
(East , 2 , 3 , Dormant , 50.0) : Hit = -1.4093910000000005
(West , 2 , 3 , Dormant , 50.0) : Shoot = -12.173665136718752
(South , 2 , 3 , Dormant , 50.0) : Gather = -12.86561731994629
(North , 2 , 3 , Dormant , 50.0) : Down = -12.995928999902345
(Centre , 2 , 3 , Dormant , 75.0) : Left = -13.435661113085938
(East , 2 , 3 , Dormant , 75.0) : Hit = -11.98186868515625
(West , 2 , 3 , Dormant , 75.0) : Shoot = -13.266533593750001
(South , 2 , 3 , Dormant , 75.0) : Stay = -13.496416962353518
(North , 2 , 3 , Dormant , 75.0) : Craft = -13.335694589843751
(Centre , 2 , 3 , Dormant , 100.0) : Left = -13.511228444921874
(East , 2 , 3 , Dormant , 100.0) : Hit = -14.027099456250001
(West , 2 , 3 , Dormant , 100.0) : Shoot = -13.31993349609375
(South , 2 , 3 , Dormant , 100.0) : Stay = -13.575425744140627
(North , 2 , 3 , Dormant , 100.0) : Craft = -13.33864484375
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -19.715892751464843
(East , 2 , 3 , Ready , 25.0) : Shoot = -7.770773242187499
(West , 2 , 3 , Ready , 25.0) : Shoot = 2.9742431640625
(South , 2 , 3 , Ready , 25.0) : Up = -9.858473734130861
(North , 2 , 3 , Ready , 25.0) : Stay = -11.444917094390869
(Centre , 2 , 3 , Ready , 50.0) : Hit = -32.87819395263672
(East , 2 , 3 , Ready , 50.0) : Hit = -29.713344375
(West , 2 , 3 , Ready , 50.0) : Shoot = -12.17596435546875
(South , 2 , 3 , Ready , 50.0) : Stay = -13.36252447784424
(North , 2 , 3 , Ready , 50.0) : Craft = -13.276432700195311
(Centre , 2 , 3 , Ready , 75.0) : Left = -33.75422310302734
(East , 2 , 3 , Ready , 75.0) : Hit = -35.48693250976562
(West , 2 , 3 , Ready , 75.0) : Shoot = -13.26806640625
(South , 2 , 3 , Ready , 75.0) : Stay = -13.778536783569336
(North , 2 , 3 , Ready , 75.0) : Craft = -13.337228369140625
(Centre , 2 , 3 , Ready , 100.0) : Left = -33.76859413574219
(East , 2 , 3 , Ready , 100.0) : Left = -35.96438744140625
(West , 2 , 3 , Ready , 100.0) : Shoot = -13.32025146484375
(South , 2 , 3 , Ready , 100.0) : Stay = -13.838978149414062
(North , 2 , 3 , Ready , 100.0) : Craft = -13.340106640624999
Iteration-6

(Centre , 0 , 0 , Dormant , 25.0) : Hit = -7.856979451509279
(East , 0 , 0 , Dormant , 25.0) : Hit = -1.3313472100000001
(West , 0 , 0 , Dormant , 25.0) : Right = -13.174421612788088
(South , 0 , 0 , Dormant , 25.0) : Gather = -12.840902983238987
(North , 0 , 0 , Dormant , 25.0) : Down = -12.947885972744874
(Centre , 0 , 0 , Dormant , 50.0) : Hit = -7.900142547114748
(East , 0 , 0 , Dormant , 50.0) : Hit = -1.414036335
(West , 0 , 0 , Dormant , 50.0) : Right = -13.222380607905274
(South , 0 , 0 , Dormant , 50.0) : Gather = -12.872823620598604
(North , 0 , 0 , Dormant , 50.0) : Down = -13.004155329531985
(Centre , 0 , 0 , Dormant , 75.0) : Left = -13.520409658248049
(East , 0 , 0 , Dormant , 75.0) : Hit = -14.012000813156252
(West , 0 , 0 , Dormant , 75.0) : Stay = -13.330078125
(South , 0 , 0 , Dormant , 75.0) : Stay = -13.585687137010256
(North , 0 , 0 , Dormant , 75.0) : Stay = -13.585687137010256
(Centre , 0 , 0 , Dormant , 100.0) : Left = -13.521112295748047
(East , 0 , 0 , Dormant , 100.0) : Hit = -14.03642049440625
(West , 0 , 0 , Dormant , 100.0) : Stay = -13.330078125
(South , 0 , 0 , Dormant , 100.0) : Stay = -13.586524837352053
(North , 0 , 0 , Dormant , 100.0) : Stay = -13.586524837352053
(Centre , 0 , 0 , Ready , 25.0) : Hit = -32.09649505680542
(East , 0 , 0 , Ready , 25.0) : Hit = -27.9730595
(West , 0 , 0 , Ready , 25.0) : Stay = -13.308260184814454
(South , 0 , 0 , Ready , 25.0) : Stay = -13.32855381918602
(North , 0 , 0 , Ready , 25.0) : Stay = -13.341016504668731
(Centre , 0 , 0 , Ready , 50.0) : Hit = -32.88763084403686
(East , 0 , 0 , Ready , 50.0) : Hit = -29.72179421328125
(West , 0 , 0 , Ready , 50.0) : Stay = -13.314885599853515
(South , 0 , 0 , Ready , 50.0) : Stay = -13.370291354296494
(North , 0 , 0 , Ready , 50.0) : Stay = -13.385677686217804
(Centre , 0 , 0 , Ready , 75.0) : Left = -33.77852566389161
(East , 0 , 0 , Ready , 75.0) : Left = -35.97446169899902
(West , 0 , 0 , Ready , 75.0) : Stay = -13.330078125
(South , 0 , 0 , Ready , 75.0) : Stay = -13.849561721121827
(North , 0 , 0 , Ready , 75.0) : Stay = -13.849561721121827
(Centre , 0 , 0 , Ready , 100.0) : Left = -33.77852566389161
(East , 0 , 0 , Ready , 100.0) : Left = -35.97446169899902
(West , 0 , 0 , Ready , 100.0) : Stay = -13.330078125
(South , 0 , 0 , Ready , 100.0) : Stay = -13.85012079302124
(North , 0 , 0 , Ready , 100.0) : Stay = -13.85012079302124
(Centre , 0 , 1 , Dormant , 25.0) : Shoot = 13.412789193605958
(East , 0 , 1 , Dormant , 25.0) : Shoot = 34.83358159875
(West , 0 , 1 , Dormant , 25.0) : Shoot = 0.026272530419922013
(South , 0 , 1 , Dormant , 25.0) : Up = -7.604966813206788
(North , 0 , 1 , Dormant , 25.0) : Down = -7.604966813206788
(Centre , 0 , 1 , Dormant , 50.0) : Hit = -7.900142547114748
(East , 0 , 1 , Dormant , 50.0) : Hit = -1.414036335
(West , 0 , 1 , Dormant , 50.0) : Right = -13.222380607905274
(South , 0 , 1 , Dormant , 50.0) : Gather = -12.872823620598604
(North , 0 , 1 , Dormant , 50.0) : Down = -13.004155329531985
(Centre , 0 , 1 , Dormant , 75.0) : Left = -13.456555455431642
(East , 0 , 1 , Dormant , 75.0) : Hit = -12.03060685975
(West , 0 , 1 , Dormant , 75.0) : Shoot = -13.324561926708984
(South , 0 , 1 , Dormant , 75.0) : Stay = -13.507230429705873
(North , 0 , 1 , Dormant , 75.0) : Stay = -13.507230429705873
(Centre , 0 , 1 , Dormant , 100.0) : Left = -13.521112295748047
(East , 0 , 1 , Dormant , 100.0) : Hit = -14.03642049440625
(West , 0 , 1 , Dormant , 100.0) : Stay = -13.330078125
(South , 0 , 1 , Dormant , 100.0) : Stay = -13.586524837352053
(North , 0 , 1 , Dormant , 100.0) : Stay = -13.586524837352053
(Centre , 0 , 1 , Ready , 25.0) : Shoot = -20.49207250663452
(East , 0 , 1 , Ready , 25.0) : Shoot = -8.025784578124998
(West , 0 , 1 , Ready , 25.0) : Shoot = 0.006358746337890686
(South , 0 , 1 , Ready , 25.0) : Up = -10.248387898928833
(North , 0 , 1 , Ready , 25.0) : Stay = -11.529546682237816
(Centre , 0 , 1 , Ready , 50.0) : Hit = -32.88763084403686
(East , 0 , 1 , Ready , 50.0) : Hit = -29.72179421328125
(West , 0 , 1 , Ready , 50.0) : Stay = -13.314885599853515
(South , 0 , 1 , Ready , 50.0) : Stay = -13.370291354296494
(North , 0 , 1 , Ready , 50.0) : Stay = -13.385677686217804
(Centre , 0 , 1 , Ready , 75.0) : Left = -33.76960376569824
(East , 0 , 1 , Ready , 75.0) : Hit = -35.50335616640625
(West , 0 , 1 , Ready , 75.0) : Shoot = -13.329143438720703
(South , 0 , 1 , Ready , 75.0) : Stay = -13.789216335623017
(North , 0 , 1 , Ready , 75.0) : Stay = -13.789216335623017
(Centre , 0 , 1 , Ready , 100.0) : Left = -33.77852566389161
(East , 0 , 1 , Ready , 100.0) : Left = -35.97446169899902
(West , 0 , 1 , Ready , 100.0) : Stay = -13.330078125
(South , 0 , 1 , Ready , 100.0) : Stay = -13.85012079302124
(North , 0 , 1 , Ready , 100.0) : Stay = -13.85012079302124
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.829523087268067
(East , 0 , 2 , Dormant , 25.0) : Shoot = 35.656562625625
(West , 0 , 2 , Dormant , 25.0) : Shoot = 2.5054044392089847
(South , 0 , 2 , Dormant , 25.0) : Up = -7.137030690770264
(North , 0 , 2 , Dormant , 25.0) : Down = -7.137030690770264
(Centre , 0 , 2 , Dormant , 50.0) : Hit = -7.900142547114748
(East , 0 , 2 , Dormant , 50.0) : Hit = -1.414036335
(West , 0 , 2 , Dormant , 50.0) : Shoot = -12.479208519140625
(South , 0 , 2 , Dormant , 50.0) : Gather = -12.872823620598604
(North , 0 , 2 , Dormant , 50.0) : Down = -13.004155329531985
(Centre , 0 , 2 , Dormant , 75.0) : Left = -13.455086534769533
(East , 0 , 2 , Dormant , 75.0) : Hit = -11.988188195437502
(West , 0 , 2 , Dormant , 75.0) : Shoot = -13.323714231152344
(South , 0 , 2 , Dormant , 75.0) : Stay = -13.505617084421083
(North , 0 , 2 , Dormant , 75.0) : Stay = -13.505617084421083
(Centre , 0 , 2 , Dormant , 100.0) : Left = -13.521061208589845
(East , 0 , 2 , Dormant , 100.0) : Hit = -14.03642049440625
(West , 0 , 2 , Dormant , 100.0) : Shoot = -13.329795559814453
(South , 0 , 2 , Dormant , 100.0) : Stay = -13.586524837352053
(North , 0 , 2 , Dormant , 100.0) : Stay = -13.586524837352053
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -19.766903918377686
(East , 0 , 2 , Ready , 25.0) : Shoot = -7.776462898437501
(West , 0 , 2 , Ready , 25.0) : Shoot = 2.5024998474121096
(South , 0 , 2 , Ready , 25.0) : Up = -9.894673303897095
(North , 0 , 2 , Ready , 25.0) : Stay = -11.451757186216927
(Centre , 0 , 2 , Ready , 50.0) : Hit = -32.88763084403686
(East , 0 , 2 , Ready , 50.0) : Hit = -29.72179421328125
(West , 0 , 2 , Ready , 50.0) : Shoot = -12.493921252441407
(South , 0 , 2 , Ready , 50.0) : Stay = -13.370291354296494
(North , 0 , 2 , Ready , 50.0) : Stay = -13.385677686217804
(Centre , 0 , 2 , Ready , 75.0) : Left = -33.76945511152344
(East , 0 , 2 , Ready , 75.0) : Hit = -35.496436146875
(West , 0 , 2 , Ready , 75.0) : Shoot = -13.328966284179687
(South , 0 , 2 , Ready , 75.0) : Stay = -13.788025143390655
(North , 0 , 2 , Ready , 75.0) : Stay = -13.788025143390655
(Centre , 0 , 2 , Ready , 100.0) : Left = -33.77851917890625
