Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -37.65462220096478
(North , 1 , 2 , Ready , 75.0) : Stay = -37.65462220096478
(Centre , 1 , 2 , Ready , 100.0) : Left = -42.88110469935139
(East , 1 , 2 , Ready , 100.0) : Left = -66.97760531359121
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -37.65462578110829
(North , 1 , 2 , Ready , 100.0) : Stay = -37.65462578110829
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 18.022546833716152
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.48741282590829
(West , 1 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Dormant , 25.0) : Stay = 20.839605352268286
(North , 1 , 3 , Dormant , 25.0) : Stay = 20.839605352268286
(Centre , 1 , 3 , Dormant , 50.0) : Left = -10.390248044886416
(East , 1 , 3 , Dormant , 50.0) : Shoot = 11.54007735016862
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = -6.892059820081843
(North , 1 , 3 , Dormant , 50.0) : Stay = -6.892059820081843
(Centre , 1 , 3 , Dormant , 75.0) : Left = -14.578390628507226
(East , 1 , 3 , Dormant , 75.0) : Shoot = -21.44731428579635
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Up = -31.764229348501704
(North , 1 , 3 , Dormant , 75.0) : Down = -31.764229348501704
(Centre , 1 , 3 , Dormant , 100.0) : Left = -15.741357308114003
(East , 1 , 3 , Dormant , 100.0) : Left = -31.14813699804361
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Up = -33.71727375645108
(North , 1 , 3 , Dormant , 100.0) : Down = -33.71727375645108
(Centre , 1 , 3 , Ready , 25.0) : Up = -32.26018619742479
(East , 1 , 3 , Ready , 25.0) : Shoot = -23.504026253726312
(West , 1 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Ready , 25.0) : Stay = 17.160656839081028
(North , 1 , 3 , Ready , 25.0) : Stay = 17.160656839081028
(Centre , 1 , 3 , Ready , 50.0) : Left = -42.297121745495794
(East , 1 , 3 , Ready , 50.0) : Shoot = -59.184568303772565
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
(South , 1 , 3 , Ready , 50.0) : Stay = -11.158211940094022
(North , 1 , 3 , Ready , 50.0) : Stay = -11.158211940094022
(Centre , 1 , 3 , Ready , 75.0) : Left = -42.88110469935139
(East , 1 , 3 , Ready , 75.0) : Left = -66.97760531359121
(West , 1 , 3 , Ready , 75.0) : Stay = 0.0
(South , 1 , 3 , Ready , 75.0) : Stay = -34.860678066549866
(North , 1 , 3 , Ready , 75.0) : Stay = -34.860678066549866
(Centre , 1 , 3 , Ready , 100.0) : Left = -42.88110469935139
(East , 1 , 3 , Ready , 100.0) : Left = -66.97760531359121
(West , 1 , 3 , Ready , 100.0) : Stay = 0.0
(South , 1 , 3 , Ready , 100.0) : Stay = -37.65462578110829
(North , 1 , 3 , Ready , 100.0) : Stay = -37.65462578110829
(Centre , 2 , 0 , Dormant , 25.0) : Up = -8.59832954395184
(East , 2 , 0 , Dormant , 25.0) : Left = -24.84364916224692
(West , 2 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 25.0) : Up = -27.537230122112277
(North , 2 , 0 , Dormant , 25.0) : Craft = 7.672224564208754
(Centre , 2 , 0 , Dormant , 50.0) : Left = -15.56536573352939
(East , 2 , 0 , Dormant , 50.0) : Hit = -29.68195057882342
(West , 2 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 50.0) : Up = -33.421488510335294
(North , 2 , 0 , Dormant , 50.0) : Craft = -25.813262181353934
(Centre , 2 , 0 , Dormant , 75.0) : Left = -15.741357308114003
(East , 2 , 0 , Dormant , 75.0) : Left = -31.14813699804361
(West , 2 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 75.0) : Up = -33.71727375645108
(North , 2 , 0 , Dormant , 75.0) : Down = -33.71727375645108
(Centre , 2 , 0 , Dormant , 100.0) : Left = -15.741357308114003
(East , 2 , 0 , Dormant , 100.0) : Left = -31.14813699804361
(West , 2 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 100.0) : Up = -33.71727375645108
(North , 2 , 0 , Dormant , 100.0) : Down = -33.71727375645108
(Centre , 2 , 0 , Ready , 25.0) : Up = -39.82551336162067
(East , 2 , 0 , Ready , 25.0) : Left = -64.72149494733277
(West , 2 , 0 , Ready , 25.0) : Stay = 0.0
(South , 2 , 0 , Ready , 25.0) : Stay = -32.01121030074745
(North , 2 , 0 , Ready , 25.0) : Craft = 6.60564583369335
(Centre , 2 , 0 , Ready , 50.0) : Left = -42.881104699351226
(East , 2 , 0 , Ready , 50.0) : Left = -66.97760531359077
(West , 2 , 0 , Ready , 50.0) : Stay = 0.0
(South , 2 , 0 , Ready , 50.0) : Stay = -37.24207767301512
(North , 2 , 0 , Ready , 50.0) : Craft = -26.59896943219764
(Centre , 2 , 0 , Ready , 75.0) : Left = -42.88110469935139
(East , 2 , 0 , Ready , 75.0) : Left = -66.97760531359121
(West , 2 , 0 , Ready , 75.0) : Stay = 0.0
(South , 2 , 0 , Ready , 75.0) : Stay = -37.65462578110829
(North , 2 , 0 , Ready , 75.0) : Stay = -37.65462578110829
(Centre , 2 , 0 , Ready , 100.0) : Left = -42.88110469935139
(East , 2 , 0 , Ready , 100.0) : Left = -66.97760531359121
(West , 2 , 0 , Ready , 100.0) : Stay = 0.0
(South , 2 , 0 , Ready , 100.0) : Stay = -37.65462578110829
(North , 2 , 0 , Ready , 100.0) : Stay = -37.65462578110829
(Centre , 2 , 1 , Dormant , 25.0) : Right = 10.24294165750567
(East , 2 , 1 , Dormant , 25.0) : Shoot = 31.719914443865076
(West , 2 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 2 , 1 , Dormant , 25.0) : Stay = 16.234739578815535
(North , 2 , 1 , Dormant , 25.0) : Stay = 16.234739578815535
(Centre , 2 , 1 , Dormant , 50.0) : Left = -15.56536573352939
(East , 2 , 1 , Dormant , 50.0) : Hit = -29.68195057882342
(West , 2 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 50.0) : Up = -33.421488510335294
(North , 2 , 1 , Dormant , 50.0) : Craft = -20.213641244307773
(Centre , 2 , 1 , Dormant , 75.0) : Left = -15.741357308114003
(East , 2 , 1 , Dormant , 75.0) : Left = -31.14813699804361
(West , 2 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 75.0) : Up = -33.71727375645108
(North , 2 , 1 , Dormant , 75.0) : Down = -33.71727375645108
(Centre , 2 , 1 , Dormant , 100.0) : Left = -15.741357308114003
(East , 2 , 1 , Dormant , 100.0) : Left = -31.14813699804361
(West , 2 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 100.0) : Up = -33.71727375645108
(North , 2 , 1 , Dormant , 100.0) : Down = -33.71727375645108
(Centre , 2 , 1 , Ready , 25.0) : Up = -34.263782339777464
(East , 2 , 1 , Ready , 25.0) : Shoot = -25.55816125626684
(West , 2 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 1 , Ready , 25.0) : Stay = 12.779918623908554
(North , 2 , 1 , Ready , 25.0) : Stay = 12.779918623908554
(Centre , 2 , 1 , Ready , 50.0) : Left = -42.881104699351226
(East , 2 , 1 , Ready , 50.0) : Left = -66.97760531359077
(West , 2 , 1 , Ready , 50.0) : Stay = 0.0
(South , 2 , 1 , Ready , 50.0) : Stay = -37.24207767301512
(North , 2 , 1 , Ready , 50.0) : Craft = -21.439503315741973
(Centre , 2 , 1 , Ready , 75.0) : Left = -42.88110469935139
(East , 2 , 1 , Ready , 75.0) : Left = -66.97760531359121
(West , 2 , 1 , Ready , 75.0) : Stay = 0.0
(South , 2 , 1 , Ready , 75.0) : Stay = -37.65462578110829
(North , 2 , 1 , Ready , 75.0) : Stay = -37.65462578110829
(Centre , 2 , 1 , Ready , 100.0) : Left = -42.88110469935139
(East , 2 , 1 , Ready , 100.0) : Left = -66.97760531359121
(West , 2 , 1 , Ready , 100.0) : Stay = 0.0
(South , 2 , 1 , Ready , 100.0) : Stay = -37.65462578110829
(North , 2 , 1 , Ready , 100.0) : Stay = -37.65462578110829
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 15.669682708289791
(East , 2 , 2 , Dormant , 25.0) : Shoot = 37.02429416575057
(West , 2 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Dormant , 25.0) : Stay = 20.48900638277339
(North , 2 , 2 , Dormant , 25.0) : Stay = 20.48900638277339
(Centre , 2 , 2 , Dormant , 50.0) : Left = -11.269581889118568
(East , 2 , 2 , Dormant , 50.0) : Shoot = 4.508403669402177
(West , 2 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 50.0) : Stay = -12.13047518422113
(North , 2 , 2 , Dormant , 50.0) : Stay = -12.13047518422113
(Centre , 2 , 2 , Dormant , 75.0) : Left = -15.741357308114003
(East , 2 , 2 , Dormant , 75.0) : Left = -31.148136998000382
(West , 2 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 75.0) : Up = -33.71727375641433
(North , 2 , 2 , Dormant , 75.0) : Down = -33.71727375641433
(Centre , 2 , 2 , Dormant , 100.0) : Left = -15.741357308114003
(East , 2 , 2 , Dormant , 100.0) : Left = -31.14813699804361
(West , 2 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 100.0) : Up = -33.71727375645108
(North , 2 , 2 , Dormant , 100.0) : Down = -33.71727375645108
(Centre , 2 , 2 , Ready , 25.0) : Up = -32.406080750848
(East , 2 , 2 , Ready , 25.0) : Shoot = -23.601758362582043
(West , 2 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Ready , 25.0) : Stay = 16.83211156807931
(North , 2 , 2 , Ready , 25.0) : Stay = 16.83211156807931
(Centre , 2 , 2 , Ready , 50.0) : Left = -42.387685551309346
(East , 2 , 2 , Ready , 50.0) : Shoot = -60.3930893655018
(West , 2 , 2 , Ready , 50.0) : Stay = 0.0
(South , 2 , 2 , Ready , 50.0) : Stay = -16.045276393203217
(North , 2 , 2 , Ready , 50.0) : Stay = -16.045276393203217
(Centre , 2 , 2 , Ready , 75.0) : Left = -42.88110469935139
(East , 2 , 2 , Ready , 75.0) : Left = -66.97760531359121
(West , 2 , 2 , Ready , 75.0) : Stay = 0.0
(South , 2 , 2 , Ready , 75.0) : Stay = -37.65462220096478
(North , 2 , 2 , Ready , 75.0) : Stay = -37.65462220096478
(Centre , 2 , 2 , Ready , 100.0) : Left = -42.88110469935139
(East , 2 , 2 , Ready , 100.0) : Left = -66.97760531359121
(West , 2 , 2 , Ready , 100.0) : Stay = 0.0
(South , 2 , 2 , Ready , 100.0) : Stay = -37.65462578110829
(North , 2 , 2 , Ready , 100.0) : Stay = -37.65462578110829
(Centre , 2 , 3 , Dormant , 25.0) : Shoot = 18.02298058981052
(East , 2 , 3 , Dormant , 25.0) : Shoot = 37.48744062112239
(West , 2 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Dormant , 25.0) : Stay = 20.83961069878991
(North , 2 , 3 , Dormant , 25.0) : Stay = 20.83961069878991
(Centre , 2 , 3 , Dormant , 50.0) : Left = -10.39020055071564
(East , 2 , 3 , Dormant , 50.0) : Shoot = 11.540577664022459
(West , 2 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 50.0) : Stay = -6.891963582692448
(North , 2 , 3 , Dormant , 50.0) : Stay = -6.891963582692448
(Centre , 2 , 3 , Dormant , 75.0) : Left = -14.578179868690453
(East , 2 , 3 , Dormant , 75.0) : Shoot = -21.445062873454063
(West , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 75.0) : Up = -31.763915775452766
(North , 2 , 3 , Dormant , 75.0) : Down = -31.763915775452766
(Centre , 2 , 3 , Dormant , 100.0) : Left = -15.741357308114003
(East , 2 , 3 , Dormant , 100.0) : Left = -31.14813699804361
(West , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 100.0) : Up = -33.71727375645108
(North , 2 , 3 , Dormant , 100.0) : Down = -33.71727375645108
(Centre , 2 , 3 , Ready , 25.0) : Up = -32.26018501770324
(East , 2 , 3 , Ready , 25.0) : Shoot = -23.504024696318876
(West , 2 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Ready , 25.0) : Stay = 17.160661065448203
(North , 2 , 3 , Ready , 25.0) : Stay = 17.160661065448203
(Centre , 2 , 3 , Ready , 50.0) : Left = -42.297120098855956
(East , 2 , 3 , Ready , 50.0) : Shoot = -59.184540270438696
(West , 2 , 3 , Ready , 50.0) : Stay = 0.0
(South , 2 , 3 , Ready , 50.0) : Stay = -11.158135865484791
(North , 2 , 3 , Ready , 50.0) : Stay = -11.158135865484791
(Centre , 2 , 3 , Ready , 75.0) : Left = -42.88110469935139
(East , 2 , 3 , Ready , 75.0) : Left = -66.97760531359121
(West , 2 , 3 , Ready , 75.0) : Stay = 0.0
(South , 2 , 3 , Ready , 75.0) : Stay = -34.86036987883385
(North , 2 , 3 , Ready , 75.0) : Stay = -34.86036987883385
(Centre , 2 , 3 , Ready , 100.0) : Left = -42.88110469935139
(East , 2 , 3 , Ready , 100.0) : Left = -66.97760531359121
(West , 2 , 3 , Ready , 100.0) : Stay = 0.0
(South , 2 , 3 , Ready , 100.0) : Stay = -37.65462578110829
(North , 2 , 3 , Ready , 100.0) : Stay = -37.65462578110829
Iteration-27

(Centre , 0 , 0 , Dormant , 25.0) : Left = -15.496467623857315
(East , 0 , 0 , Dormant , 25.0) : Hit = -29.314493993905664
(West , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 25.0) : Up = -33.27984831527472
(North , 0 , 0 , Dormant , 25.0) : Down = -33.27984831527472
(Centre , 0 , 0 , Dormant , 50.0) : Left = -15.56559106663767
(East , 0 , 0 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Up = -33.42195332782967
(North , 0 , 0 , Dormant , 50.0) : Down = -33.42195332782967
(Centre , 0 , 0 , Dormant , 75.0) : Left = -15.741357494573801
(East , 0 , 0 , Dormant , 75.0) : Left = -31.14813747957512
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Up = -33.71727435221265
(North , 0 , 0 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 0 , 0 , Dormant , 100.0) : Left = -15.741357494573801
(East , 0 , 0 , Dormant , 100.0) : Left = -31.14813747957512
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Up = -33.71727435221265
(North , 0 , 0 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 0 , 0 , Ready , 25.0) : Left = -42.73266953617823
(East , 0 , 0 , Ready , 25.0) : Left = -66.1709455370286
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -36.97767711869455
(North , 0 , 0 , Ready , 25.0) : Stay = -36.97767711869455
(Centre , 0 , 0 , Ready , 50.0) : Left = -42.88110505352373
(East , 0 , 0 , Ready , 50.0) : Left = -66.97760622784872
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -37.24420083753513
(North , 0 , 0 , Ready , 50.0) : Stay = -37.24420083753513
(Centre , 0 , 0 , Ready , 75.0) : Left = -42.88110505352377
(East , 0 , 0 , Ready , 75.0) : Left = -66.97760622784881
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(North , 0 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 0 , 0 , Ready , 100.0) : Left = -42.88110505352377
(East , 0 , 0 , Ready , 100.0) : Left = -66.97760622784881
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(North , 0 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 0 , 1 , Dormant , 25.0) : Right = 9.923269603992054
(East , 0 , 1 , Dormant , 25.0) : Shoot = 31.335688250761798
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 16.00084699899306
(North , 0 , 1 , Dormant , 25.0) : Stay = 16.00084699899306
(Centre , 0 , 1 , Dormant , 50.0) : Left = -15.56559106663767
(East , 0 , 1 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Up = -33.42195332782967
(North , 0 , 1 , Dormant , 50.0) : Down = -33.42195332782967
(Centre , 0 , 1 , Dormant , 75.0) : Left = -15.741357494573801
(East , 0 , 1 , Dormant , 75.0) : Left = -31.14813747957512
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Up = -33.71727435221265
(North , 0 , 1 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 0 , 1 , Dormant , 100.0) : Left = -15.741357494573801
(East , 0 , 1 , Dormant , 100.0) : Left = -31.14813747957512
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Up = -33.71727435221265
(North , 0 , 1 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 0 , 1 , Ready , 25.0) : Up = -34.35624597925329
(East , 0 , 1 , Ready , 25.0) : Shoot = -25.631313882309165
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 12.564520027854144
(North , 0 , 1 , Ready , 25.0) : Stay = 12.564520027854144
(Centre , 0 , 1 , Ready , 50.0) : Left = -42.88110505352373
(East , 0 , 1 , Ready , 50.0) : Left = -66.97760622784872
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -37.24420083753513
(North , 0 , 1 , Ready , 50.0) : Stay = -37.24420083753513
(Centre , 0 , 1 , Ready , 75.0) : Left = -42.88110505352377
(East , 0 , 1 , Ready , 75.0) : Left = -66.97760622784881
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(North , 0 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 0 , 1 , Ready , 100.0) : Left = -42.88110505352377
(East , 0 , 1 , Ready , 100.0) : Left = -66.97760622784881
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(North , 0 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.534248277265487
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.992326960399204
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 20.490069982548874
(North , 0 , 2 , Dormant , 25.0) : Stay = 20.490069982548874
(Centre , 0 , 2 , Dormant , 50.0) : Left = -11.304820752381122
(East , 0 , 2 , Dormant , 50.0) : Shoot = 4.220548599167738
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -12.399180395604219
(North , 0 , 2 , Dormant , 50.0) : Stay = -12.399180395604219
(Centre , 0 , 2 , Dormant , 75.0) : Left = -15.741357494568618
(East , 0 , 2 , Dormant , 75.0) : Left = -31.14813747957512
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Up = -33.71727435220747
(North , 0 , 2 , Dormant , 75.0) : Down = -33.71727435220747
(Centre , 0 , 2 , Dormant , 100.0) : Left = -15.741357494573801
(East , 0 , 2 , Dormant , 100.0) : Left = -31.14813747957512
(West , 0 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 100.0) : Up = -33.71727435221265
(North , 0 , 2 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 0 , 2 , Ready , 25.0) : Up = -32.4036303186648
(East , 0 , 2 , Ready , 25.0) : Shoot = -23.606366937510707
(West , 0 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Ready , 25.0) : Stay = 16.834746138017884
(North , 0 , 2 , Ready , 25.0) : Stay = 16.834746138017884
(Centre , 0 , 2 , Ready , 50.0) : Left = -42.39018062597151
(East , 0 , 2 , Ready , 50.0) : Shoot = -60.4261194264323
(West , 0 , 2 , Ready , 50.0) : Stay = 0.0
(South , 0 , 2 , Ready , 50.0) : Stay = -16.298838900925407
(North , 0 , 2 , Ready , 50.0) : Stay = -16.298838900925407
(Centre , 0 , 2 , Ready , 75.0) : Left = -42.88110505352377
(East , 0 , 2 , Ready , 75.0) : Left = -66.97760622784881
(West , 0 , 2 , Ready , 75.0) : Stay = 0.0
(South , 0 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(North , 0 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(Centre , 0 , 2 , Ready , 100.0) : Left = -42.88110505352377
(East , 0 , 2 , Ready , 100.0) : Left = -66.97760622784881
(West , 0 , 2 , Ready , 100.0) : Stay = 0.0
(South , 0 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(North , 0 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 0 , 3 , Dormant , 25.0) : Shoot = 17.970072082583417
(East , 0 , 3 , Dormant , 25.0) : Shoot = 37.48480310238425
(West , 0 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Dormant , 25.0) : Stay = 20.859344800326742
(North , 0 , 3 , Dormant , 25.0) : Stay = 20.859344800326742
(Centre , 0 , 3 , Dormant , 50.0) : Left = -10.395958683723029
(East , 0 , 3 , Dormant , 50.0) : Shoot = 11.493347419870844
(West , 0 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 50.0) : Stay = -6.992191793543638
(North , 0 , 3 , Dormant , 50.0) : Stay = -6.992191793543638
(Centre , 0 , 3 , Dormant , 75.0) : Left = -14.603290703111412
(East , 0 , 3 , Dormant , 75.0) : Shoot = -21.65649617733247
(West , 0 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 75.0) : Up = -31.805880164140476
(North , 0 , 3 , Dormant , 75.0) : Down = -31.805880164140476
(Centre , 0 , 3 , Dormant , 100.0) : Left = -15.741357494573801
(East , 0 , 3 , Dormant , 100.0) : Left = -31.14813747957512
(West , 0 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 100.0) : Up = -33.71727435221265
(North , 0 , 3 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 0 , 3 , Ready , 25.0) : Up = -32.25045547898511
(East , 0 , 3 , Ready , 25.0) : Shoot = -23.50522143543389
(West , 0 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 0 , 3 , Ready , 25.0) : Stay = 17.180424028888826
(North , 0 , 3 , Ready , 25.0) : Stay = 17.180424028888826
(Centre , 0 , 3 , Ready , 50.0) : Left = -42.2974504025106
(East , 0 , 3 , Ready , 50.0) : Shoot = -59.18852695603948
(West , 0 , 3 , Ready , 50.0) : Stay = 0.0
(South , 0 , 3 , Ready , 50.0) : Stay = -11.255823155908054
(North , 0 , 3 , Ready , 50.0) : Stay = -11.255823155908054
(Centre , 0 , 3 , Ready , 75.0) : Left = -42.88110505352377
(East , 0 , 3 , Ready , 75.0) : Left = -66.97760622784881
(West , 0 , 3 , Ready , 75.0) : Stay = 0.0
(South , 0 , 3 , Ready , 75.0) : Stay = -34.97270007304863
(North , 0 , 3 , Ready , 75.0) : Stay = -34.97270007304863
(Centre , 0 , 3 , Ready , 100.0) : Left = -42.88110505352377
(East , 0 , 3 , Ready , 100.0) : Left = -66.97760622784881
(West , 0 , 3 , Ready , 100.0) : Stay = 0.0
(South , 0 , 3 , Ready , 100.0) : Stay = -37.654795488858504
(North , 0 , 3 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 1 , 0 , Dormant , 25.0) : Up = -8.685529982734213
(East , 1 , 0 , Dormant , 25.0) : Left = -24.912464617758026
(West , 1 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 25.0) : Up = -27.603251004126022
(North , 1 , 0 , Dormant , 25.0) : Craft = 7.5690510635427035
(Centre , 1 , 0 , Dormant , 50.0) : Left = -15.56559106663767
(East , 1 , 0 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 1 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 50.0) : Up = -33.42195332782967
(North , 1 , 0 , Dormant , 50.0) : Craft = -32.80801724073617
(Centre , 1 , 0 , Dormant , 75.0) : Left = -15.741357494573801
(East , 1 , 0 , Dormant , 75.0) : Left = -31.14813747957512
(West , 1 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 75.0) : Up = -33.71727435221265
(North , 1 , 0 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 1 , 0 , Dormant , 100.0) : Left = -15.741357494573801
(East , 1 , 0 , Dormant , 100.0) : Left = -31.14813747957512
(West , 1 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 100.0) : Up = -33.71727435221265
(North , 1 , 0 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 1 , 0 , Ready , 25.0) : Up = -39.86585379776
(East , 1 , 0 , Ready , 25.0) : Left = -64.74042247266442
(West , 1 , 0 , Ready , 25.0) : Stay = 0.0
(South , 1 , 0 , Ready , 25.0) : Stay = -32.05401188985726
(North , 1 , 0 , Ready , 25.0) : Craft = 6.505325736100384
(Centre , 1 , 0 , Ready , 50.0) : Left = -42.88110505352373
(East , 1 , 0 , Ready , 50.0) : Left = -66.97760622784872
(West , 1 , 0 , Ready , 50.0) : Stay = 0.0
(South , 1 , 0 , Ready , 50.0) : Stay = -37.24420083753513
(North , 1 , 0 , Ready , 50.0) : Craft = -33.98126545276687
(Centre , 1 , 0 , Ready , 75.0) : Left = -42.88110505352377
(East , 1 , 0 , Ready , 75.0) : Left = -66.97760622784881
(West , 1 , 0 , Ready , 75.0) : Stay = 0.0
(South , 1 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(North , 1 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 1 , 0 , Ready , 100.0) : Left = -42.88110505352377
(East , 1 , 0 , Ready , 100.0) : Left = -66.97760622784881
(West , 1 , 0 , Ready , 100.0) : Stay = 0.0
(South , 1 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(North , 1 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 1 , 1 , Dormant , 25.0) : Right = 10.239268720006827
(East , 1 , 1 , Dormant , 25.0) : Shoot = 31.714895947312197
(West , 1 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 1 , 1 , Dormant , 25.0) : Stay = 16.233585860572912
(North , 1 , 1 , Dormant , 25.0) : Stay = 16.233585860572912
